person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
6494,female,31,nativeHawaiian,yes,yes,no,attended,no,98444,Tacoma,WA,notApplicable,2024-08-03,facebook,google,2024-08-12,,2024-08-12,,,passed,2,2024-08-19,No Interview,2024-08-21,FALSE,16,complete,2024-08-20,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6495,female,27,black,no,yes,no,graduated,yes,08109,Merchantville,NJ,notApplicable,2024-08-29,facebook,facebook,2024-08-29,2024-09-06,2024-08-29,2024-09-06,,passed,1,2024-09-10,Assessment + Interview,2024-09-18,FALSE,21,complete,2024-09-18,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6496,female,29,black,no,no,yes,neither,no,32204,Jacksonville,FL,notApplicable,2024-08-02,other,unknown,2024-08-02,2024-08-08,2024-08-02,,,passed,1,2024-08-07,No Interview,2024-08-13,FALSE,7,complete,2024-08-13,completed,verified,verified,Registered,8,9,1.3,2024-12-12,2024-10-07,2024-12-12
6497,female,29,black,no,yes,no,neither,no,33162,Miami,FL,notApplicable,2024-08-07,facebook,facebook,2024-08-07,,2024-08-07,,2024-08-07,passed,1,2024-08-08,No Interview,2024-08-13,FALSE,9,complete,2024-08-13,completed,verified,verified,Registered,9,9,1.9,2024-12-12,2024-10-07,2024-12-12
6498,female,33,black,no,yes,no,graduated,no,75638,Daingerfield,TX,notApplicable,2024-07-23,facebook,facebook,2024-07-24,2024-07-24,2024-07-24,2024-07-24,,failed,2,2024-07-25,Assessment + Interview,2024-08-14,FALSE,35,complete,2024-08-14,completed,verified,verified,Provisional Drop,0,0,,2024-10-16,2024-10-07,2024-12-12
6499,female,25,black,no,yes,no,neither,no,39701,Columbus,MS,notApplicable,2024-07-23,wordOfMouth,unknown,2024-07-23,2024-07-24,2024-07-23,2024-07-24,,passed,1,2024-07-25,Assessment + Interview,2024-07-30,FALSE,24,complete,2024-11-12,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6500,female,19,black,no,yes,no,unknown,no,29405,North Charleston,SC,notApplicable,2024-07-12,facebook,facebook,2024-07-12,2024-07-15,2024-07-12,2024-07-16,,passed,2,2024-07-17,No Interview,2024-08-13,FALSE,18,complete,2024-08-07,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6501,other,21,white,yes,yes,no,attended,no,66109,Kansas City,KS,notApplicable,2024-09-08,google,google,2024-09-08,2024-09-26,2024-09-08,2024-10-01,,passed,1,2024-10-03,Assessment + Interview,2024-10-16,FALSE,18,complete,2024-10-07,completed,verified,verified,Registered,1,1,4.0,2024-12-11,2024-10-07,2024-12-12
6502,female,18,mixed,yes,yes,no,graduated,no,79088,Tulia,TX,notApplicable,2024-08-19,snapchat,tiktok,2024-08-19,,2024-08-19,,,passed,1,2024-08-28,No Interview,2024-09-04,FALSE,10,complete,2024-09-03,completed,verified,verified,Provisional Drop,0,0,,2024-10-28,2024-10-07,2024-12-12
6503,female,41,black,no,no,yes,neither,no,77449,Katy,TX,notApplicable,2024-08-29,facebook,facebook,2024-08-30,,2024-08-30,,,passed,1,2024-09-03,No Interview,2024-09-05,FALSE,12,complete,2024-09-04,completed,verified,verified,Provisional Drop,0,0,,2024-10-17,2024-10-07,2024-12-12
6504,female,29,black,no,yes,no,neither,no,30906,Augusta,GA,notApplicable,2024-08-22,facebook,facebook,2024-08-22,2024-09-11,2024-08-22,2024-09-11,,passed,1,2024-09-06,No Interview,2024-09-12,FALSE,7,complete,2024-09-11,completed,verified,verified,Provisional Drop,0,0,,2024-10-28,2024-10-07,2024-12-12
6505,no-binary,23,black,no,yes,no,unknown,no,76712,Woodway,TX,notApplicable,2024-07-03,tiktok,facebook,2024-07-08,2024-07-09,2024-07-08,2024-07-10,,passed,1,2024-07-10,Assessment + Interview,2024-07-15,FALSE,20,complete,2024-07-15,completed,verified,verified,Provisional Drop,0,0,,2024-10-10,2024-10-07,2024-12-12
6506,female,32,black,no,yes,no,graduated,yes,38115,Memphis,TN,notApplicable,2024-08-04,snapchat,unknown,2024-08-04,2024-08-15,2024-08-04,,2024-08-06,passed,1,2024-08-12,No Interview,2024-08-22,FALSE,12,complete,2024-08-15,completed,verified,verified,Registered,9,9,3.1,2024-12-12,2024-10-07,2024-12-12
6507,male,27,black,no,yes,no,graduated,no,33311,Lauderdale Lakes,FL,notApplicable,2024-07-21,google,google,2024-07-22,2024-07-23,2024-07-22,2024-07-26,,passed,2,2024-07-26,Assessment + Interview,2024-08-21,FALSE,8,complete,2024-07-29,completed,verified,verified,Registered,1,9,0.1,2024-12-12,2024-10-07,2024-12-12
6508,female,28,mixed,no,yes,no,unknown,yes,19604,Reading,PA,notApplicable,2024-07-12,facebook,facebook,2024-07-12,,2024-07-12,,,passed,1,2024-09-10,No Interview,2024-09-24,FALSE,16,complete,2024-12-30,completed,verified,verified,Provisional Drop,0,0,,2024-10-22,2024-10-07,2024-12-12
6509,female,32,mixed,no,yes,no,neither,no,46229,Indianapolis,IN,notApplicable,2024-08-19,wordOfMouth,natural search,2024-08-19,2024-09-19,2024-08-19,2024-09-20,,passed,1,2024-09-20,Assessment + Interview,2024-09-23,FALSE,13,complete,2024-09-23,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6510,female,27,black,no,yes,no,unknown,no,64109,Kansas City,MO,notApplicable,2024-07-11,google,facebook,2024-07-11,2024-07-15,2024-07-11,2024-07-16,,passed,3,2024-07-22,Assessment + Interview,2024-09-11,FALSE,35,complete,2024-09-03,completed,verified,verified,Registered,5,9,1.8,2024-12-12,2024-10-07,2024-12-12
6511,male,53,black,no,no,yes,attended,yes,32209,Jacksonville,FL,notApplicable,2024-07-14,google,google,2024-07-14,2024-07-15,2024-07-14,,,passed,1,2024-07-29,No Interview,2024-09-26,FALSE,28,complete,2024-09-26,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6512,female,20,mixed,yes,yes,no,graduated,yes,11210,Brooklyn,NY,notApplicable,2024-09-02,snapchat,snapchat,2024-09-03,2024-09-03,2024-09-03,2024-09-03,,passed,1,2024-09-06,Assessment + Interview,2024-09-19,FALSE,14,complete,2024-09-19,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6513,female,57,white,no,yes,no,neither,no,34785,Wildwood,FL,notApplicable,2024-07-20,wordOfMouth,unknown,2024-07-20,2024-08-22,2024-07-20,2024-08-06,,passed,1,2024-07-25,No Interview,2024-08-30,FALSE,11,complete,2024-12-16,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6514,male,30,mixed,no,yes,no,graduated,yes,71446,Leesville,LA,veteran,2024-08-06,facebook,facebook,2024-08-06,2024-08-19,2024-08-06,,,passed,1,2024-09-06,Assessment + Interview,2024-09-11,FALSE,17,complete,2024-09-10,completed,verified,verified,Registered,4,9,0.4,2024-12-12,2024-10-07,2024-12-12
6515,female,25,white,no,yes,no,attended,yes,42776,Sonora,KY,notApplicable,2024-08-26,facebook,facebook,2024-08-27,2024-08-27,2024-08-27,2024-08-27,,passed,1,2024-08-28,Assessment + Interview,2024-08-30,FALSE,5,complete,2024-08-29,completed,verified,verified,Registered,9,9,2.2,2024-12-05,2024-10-07,2024-12-12
6516,male,25,white,no,yes,no,neither,no,93308,Bakersfield,CA,notApplicable,2024-08-25,facebook,facebook,2024-08-25,2024-08-27,2024-08-25,2024-08-27,2024-08-25,passed,1,2024-08-26,Assessment + Interview,2024-09-03,FALSE,13,complete,2024-09-03,completed,verified,verified,Provisional Drop,0,0,,2024-10-07,2024-10-07,2024-12-12
6517,female,30,black,no,yes,no,neither,yes,08104,Camden,NJ,notApplicable,2024-08-14,facebook,facebook,2024-08-14,2024-08-16,2024-08-14,2024-08-16,,passed,1,2024-08-20,Assessment + Interview,2024-08-29,FALSE,10,complete,2024-08-29,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6518,male,20,black,no,no,yes,attended,no,32174,Ormond Beach,FL,veteran,2024-08-01,facebook,natural search,2024-08-01,2024-08-02,2024-08-01,2024-08-02,,passed,1,2024-08-06,Assessment + Interview,2024-08-08,FALSE,19,complete,2024-08-07,completed,verified,verified,Provisional Drop,0,0,,2024-10-08,2024-10-07,2024-12-12
6519,male,26,black,no,yes,no,neither,yes,06042,Manchester,CT,notApplicable,2024-09-09,wordOfMouth,snapchat,2024-09-11,2024-09-11,2024-09-11,2024-09-11,,passed,1,2024-09-13,Assessment + Interview,2024-09-16,FALSE,14,complete,2024-09-17,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6520,female,27,black,no,yes,no,neither,no,29935,Port Royal,SC,notApplicable,2024-07-24,facebook,facebook,2024-07-25,2024-07-29,2024-07-25,2024-07-29,,passed,1,2024-08-05,Assessment + Interview,2024-08-09,FALSE,6,complete,2024-08-08,completed,verified,verified,Provisional Drop,0,0,,2024-10-17,2024-10-07,2024-12-12
6521,male,25,black,no,yes,no,unknown,yes,39213,Jackson,MS,veteran,2024-09-10,referred,google,2024-09-10,2024-09-10,2024-09-10,2024-09-12,,passed,1,2024-09-12,Assessment + Interview,2024-09-13,FALSE,5,complete,2024-09-13,completed,verified,verified,Registered,5,9,0.8,2024-12-05,2024-10-07,2024-12-12
6522,female,39,black,no,yes,no,graduated,yes,30274,Riverdale,GA,notApplicable,2024-08-23,facebook,facebook,2024-08-23,2024-08-23,2024-08-23,2024-08-23,,passed,1,2024-08-26,Assessment + Interview,2024-08-29,FALSE,6,complete,2024-08-29,completed,verified,verified,Registered,0,9,0.0,2024-11-25,2024-10-07,2024-12-12
6523,female,58,black,no,yes,no,neither,yes,71203,Monroe,LA,dependent,2024-08-27,tiktok,facebook,2024-08-27,2024-08-28,2024-08-27,2024-08-29,,passed,1,2024-09-03,Assessment + Interview,2024-09-17,FALSE,6,complete,2024-09-17,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6524,female,37,white,no,yes,no,unknown,no,47714,Evansville,IN,notApplicable,2024-08-26,facebook,unknown,2024-08-26,2024-09-19,2024-08-26,2024-09-19,,passed,1,2024-09-06,No Interview,2024-09-13,FALSE,14,complete,2024-09-10,completed,verified,verified,Registered,0,9,0.0,2024-12-11,2024-10-07,2024-12-12
6525,female,25,white,no,yes,no,neither,no,76247,Justin,TX,notApplicable,2024-07-11,facebook,natural search,2024-07-11,2024-07-16,2024-07-11,2024-07-16,,passed,2,2024-07-17,Assessment + Interview,2024-07-18,FALSE,29,complete,2024-07-18,completed,verified,verified,Withdrawn,0,9,,2024-11-21,2024-10-07,2024-12-12
6526,female,22,white,no,no,yes,neither,yes,47143,Memphis,IN,notApplicable,2024-09-05,facebook,facebook,2024-09-05,2024-09-11,2024-09-05,2024-09-11,,passed,1,2024-09-12,Assessment + Interview,2024-09-25,FALSE,9,complete,2024-09-25,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6527,female,26,black,no,yes,no,neither,yes,30014,Covington,GA,notApplicable,2024-08-15,facebook,facebook,2024-08-15,2024-08-16,2024-08-15,2024-08-16,,passed,1,2024-08-20,Assessment + Interview,2024-08-22,FALSE,7,complete,2024-08-22,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6528,female,25,black,no,no,yes,attended,no,48228,Detroit,MI,notApplicable,2024-07-26,facebook,facebook,2024-07-26,2024-08-23,2024-07-26,2024-08-26,,passed,1,2024-08-27,Assessment + Interview,2024-09-13,FALSE,14,complete,2024-09-04,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6529,female,25,black,no,yes,no,neither,yes,38701,Greenville,MS,notApplicable,2024-08-07,tiktok,facebook,2024-08-07,2024-08-15,2024-08-07,2024-08-15,,passed,1,2024-08-20,Assessment + Interview,2024-08-21,FALSE,11,complete,2024-08-20,completed,verified,verified,Registered,8,9,2.2,2024-12-12,2024-10-07,2024-12-12
6530,female,22,black,no,yes,no,neither,yes,31701,Albany,GA,notApplicable,2024-07-03,facebook,facebook,2024-07-03,2024-07-03,2024-07-03,2024-07-03,,passed,1,2024-07-08,Assessment + Interview,2024-07-10,FALSE,14,complete,2024-07-08,completed,verified,verified,Registered,0,9,0.0,2024-12-11,2024-10-07,2024-12-12
6531,female,40,black,no,yes,no,graduated,yes,37406,Chattanooga,TN,notApplicable,2024-07-16,google,google,2024-07-17,2024-07-18,2024-07-17,,,passed,1,2024-07-18,No Interview,2024-07-19,FALSE,8,complete,2024-07-18,completed,verified,verified,Registered,9,9,3.9,2024-12-12,2024-10-07,2024-12-12
6532,no-binary,25,white,no,yes,no,attended,no,44706,Canton,OH,notApplicable,2024-07-10,snapchat,snapchat,2024-07-10,,2024-07-10,2024-08-16,,passed,1,2024-07-22,No Interview,2024-08-14,FALSE,14,complete,2024-08-13,completed,verified,verified,Provisional Drop,0,0,,2024-10-16,2024-10-07,2024-12-12
6533,female,36,black,no,yes,no,neither,no,24541,Danville,VA,notApplicable,2024-07-24,google,unknown,2024-07-24,2024-09-12,2024-07-24,2024-08-07,,passed,1,2024-09-03,Assessment + Interview,2024-09-17,FALSE,20,complete,2024-09-12,completed,verified,verified,Registered,9,9,3.2,2024-12-12,2024-10-07,2024-12-12
6534,female,29,black,no,yes,no,neither,no,60628,Chicago,IL,notApplicable,2024-08-08,tiktok,unknown,2024-08-08,,2024-08-08,2024-08-09,,passed,1,2024-08-12,Assessment + Interview,2024-08-14,FALSE,8,complete,2024-08-14,completed,verified,verified,Withdrawn,0,9,,2024-11-20,2024-10-07,2024-12-12
6535,female,29,black,yes,yes,no,graduated,yes,11421,Woodhaven,NY,notApplicable,2024-08-31,tiktok,tiktok,2024-08-31,2024-09-01,2024-08-31,2024-09-01,,passed,1,2024-09-03,Assessment + Interview,2024-09-04,FALSE,14,complete,2024-09-04,completed,verified,verified,Registered,9,9,1.6,2024-12-12,2024-10-07,2024-12-12
6536,male,34,black,no,yes,no,neither,no,60466,Park Forest,IL,notApplicable,2024-07-16,facebook,facebook,2024-07-16,2024-07-16,2024-07-16,2024-07-16,,passed,1,2024-07-25,Assessment + Interview,2024-07-26,FALSE,17,complete,2024-07-26,completed,verified,verified,Provisional Drop,0,0,,2024-10-28,2024-10-07,2024-12-12
6537,female,40,black,no,yes,no,attended,yes,33401,West Palm Bch,FL,notApplicable,2024-08-14,facebook,unknown,2024-08-14,2024-08-21,2024-08-14,2024-08-21,,passed,1,2024-09-19,Assessment + Interview,2024-09-25,FALSE,38,sent,2024-11-25,completed,verified,verified,Provisional Drop,0,0,,2024-10-15,2024-10-07,2024-12-12
6538,female,18,mixed,no,yes,no,neither,no,78238,San Antonio,TX,notApplicable,2024-07-16,tiktok,natural search,2024-07-16,2024-07-17,2024-07-16,2024-07-18,,passed,1,2024-07-25,Assessment + Interview,2024-08-06,FALSE,12,complete,2024-09-18,completed,verified,verified,Registered,8,9,2.7,2024-12-12,2024-10-07,2024-12-12
6539,male,43,black,no,yes,no,graduated,yes,33147,Miami,FL,notApplicable,2024-09-12,wordOfMouth,google,2024-09-13,2024-09-16,2024-09-13,2024-09-16,,passed,1,2024-09-15,No Interview,2024-09-20,FALSE,28,complete,2024-09-23,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6540,male,28,black,no,yes,no,graduated,yes,48239,Redford,MI,notApplicable,2024-08-14,facebook,facebook,2024-08-14,2024-08-14,2024-08-14,2024-08-14,,passed,1,2024-08-19,Assessment + Interview,2024-09-12,FALSE,22,complete,2024-09-26,completed,verified,verified,Registered,8,9,1.8,2024-12-12,2024-10-07,2024-12-12
6541,female,35,black,no,yes,no,unknown,yes,64137,Kansas City,MO,notApplicable,2024-08-08,google,unknown,2024-08-08,2024-08-08,2024-08-08,,,passed,1,2024-08-12,No Interview,2024-08-27,FALSE,19,complete,2024-08-27,completed,verified,verified,Provisional Drop,0,0,,2024-10-17,2024-10-07,2024-12-12
6542,female,48,black,no,yes,no,neither,yes,46360,Michigan City,IN,notApplicable,2024-08-19,facebook,facebook,2024-08-20,2024-09-03,2024-08-20,2024-09-03,,passed,1,2024-09-03,Assessment + Interview,2024-09-12,FALSE,9,complete,2024-09-12,completed,verified,verified,Registered,5,5,2.4,2024-12-11,2024-10-07,2024-12-12
6543,female,23,black,no,yes,no,neither,no,38127,Memphis,TN,notApplicable,2024-08-20,google,unknown,2024-08-20,2024-09-04,2024-08-20,2024-08-27,,passed,1,2024-09-03,No Interview,2024-09-11,FALSE,10,complete,2024-09-11,completed,verified,verified,Withdrawn,9,9,2.0,2024-12-11,2024-10-07,2024-12-12
6544,male,31,black,no,yes,no,graduated,yes,77879,Somerville,TX,notApplicable,2024-09-04,facebook,unknown,2024-09-04,2024-09-04,2024-09-04,2024-09-06,,passed,2,2024-09-09,Assessment + Interview,2024-09-12,FALSE,13,complete,2024-12-27,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6545,female,25,black,no,yes,no,graduated,yes,60612,Chicago,IL,notApplicable,2024-05-05,facebook,facebook,2024-08-04,2024-08-22,2024-08-04,2024-08-22,2024-08-04,passed,1,2024-08-16,No Interview,2024-08-22,FALSE,10,complete,2024-08-22,completed,verified,verified,Registered,9,9,2.0,2024-12-11,2024-10-07,2024-12-12
6546,female,31,black,no,yes,no,graduated,yes,33209,Jacksonville,FL,notApplicable,2024-08-08,google,unknown,2024-08-09,2024-08-13,2024-08-09,2024-08-13,,passed,1,2024-08-15,Assessment + Interview,2024-08-16,FALSE,30,complete,2024-08-16,completed,verified,verified,Provisional Drop,9,9,,2024-10-07,2024-10-07,2024-12-12
6547,female,42,white,no,yes,no,unknown,yes,57104,Sioux Falls,SD,notApplicable,2023-12-06,facebook,facebook,2024-08-30,2024-09-20,2024-08-30,2024-09-20,,passed,1,2024-09-13,No Interview,2024-09-23,FALSE,23,complete,2024-11-20,completed,verified,verified,Provisional Drop,0,0,,2024-10-08,2024-10-07,2024-12-12
6548,male,30,black,no,yes,no,unknown,yes,62206,Cahokia,IL,notApplicable,2024-08-14,snapchat,snapchat,2024-08-14,2024-08-15,2024-08-14,2024-08-15,,passed,1,2024-09-13,Assessment + Interview,2024-09-19,FALSE,17,complete,2024-10-02,completed,verified,verified,Provisional Drop,0,0,,2024-10-10,2024-10-07,2024-12-12
6549,male,19,black,no,yes,no,neither,no,45211,Cincinnati,OH,notApplicable,2024-08-29,natural search,facebook,2024-08-30,2024-08-30,2024-08-30,2024-08-30,,passed,1,2024-09-26,Assessment + Interview,2024-09-26,FALSE,15,complete,2024-09-26,completed,verified,verified,Withdrawn,0,9,,2024-11-18,2024-10-07,2024-12-12
6550,male,39,white,no,yes,no,attended,no,78414,Corpus Christi,TX,notApplicable,2024-05-09,natural search,google,2024-08-27,2024-08-27,2024-08-27,2024-08-06,2024-08-19,passed,1,2024-08-27,Assessment + Interview,2024-08-28,FALSE,12,complete,2024-08-27,completed,verified,verified,Registered,9,9,3.6,2024-12-12,2024-10-07,2024-12-12
6551,female,33,white,yes,no,yes,attended,no,77339,Humble,TX,notApplicable,2024-08-06,other,natural search,2024-08-07,2024-08-08,2024-08-07,2024-08-08,,passed,1,2024-08-14,Assessment + Interview,2024-08-14,FALSE,25,sent,2024-11-29,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6552,male,29,black,no,yes,no,neither,no,23234,Richmond,VA,notApplicable,2024-08-05,facebook,unknown,2024-08-05,2024-08-06,2024-08-05,2024-08-06,,passed,1,2024-08-20,Assessment + Interview,2024-09-19,FALSE,16,complete,2024-09-18,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6553,female,18,black,no,yes,no,graduated,no,29204,Columbia,SC,notApplicable,2024-08-13,wordOfMouth,unknown,2024-08-13,2024-08-15,2024-08-13,2024-08-15,2024-08-13,passed,1,2024-08-14,No Interview,2024-08-20,FALSE,9,complete,2024-08-20,completed,verified,verified,Registered,9,9,3.1,2024-12-12,2024-10-07,2024-12-12
6554,female,25,black,no,yes,no,neither,yes,35810,Huntsville,AL,notApplicable,2024-08-29,facebook,facebook,2024-08-29,2024-09-11,2024-08-29,2024-09-11,,passed,1,2024-09-12,Assessment + Interview,2024-09-17,FALSE,6,complete,2024-09-16,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6556,male,19,black,no,yes,no,attended,no,60633,Chicago,,notApplicable,2024-08-11,facebook,facebook,2024-08-12,2024-08-13,2024-08-12,2024-08-13,,passed,3,2024-08-21,Assessment + Interview,2024-09-19,FALSE,22,complete,2024-09-15,completed,verified,verified,Provisional Drop,0,0,,2024-11-12,2024-10-07,2024-12-12
6557,male,30,black,no,yes,no,graduated,no,31601,Valdosta,GA,notApplicable,2024-08-13,snapchat,snapchat,2024-08-13,2024-10-15,2024-08-13,2024-10-15,,passed,1,2024-09-22,No Interview,2024-10-09,FALSE,19,complete,2024-10-09,completed,verified,verified,Registered,0,1,0.0,2024-12-11,2024-10-07,2024-12-12
6558,male,30,black,no,yes,no,graduated,no,31601,Valdosta,GA,notApplicable,2024-08-13,snapchat,snapchat,2024-08-13,2024-10-15,2024-08-13,2024-10-15,,passed,1,2024-09-22,No Interview,2024-10-09,FALSE,19,complete,2024-10-09,completed,verified,verified,Registered,0,1,0.0,2024-12-11,2024-10-07,2024-12-12
6559,male,30,black,no,yes,no,graduated,no,31601,Valdosta,GA,notApplicable,2024-08-13,snapchat,snapchat,2024-08-13,2024-10-15,2024-08-13,2024-10-15,,passed,1,2024-09-22,No Interview,2024-10-09,FALSE,19,complete,2024-10-09,completed,verified,verified,Registered,0,1,0.0,2024-12-11,2024-10-07,2024-12-12
6560,male,30,black,no,yes,no,graduated,no,31601,Valdosta,GA,notApplicable,2024-08-13,snapchat,snapchat,2024-08-13,2024-10-15,2024-08-13,2024-10-15,,passed,1,2024-09-22,No Interview,2024-10-09,FALSE,19,complete,2024-10-09,completed,verified,verified,Registered,0,1,0.0,2024-12-11,2024-10-07,2024-12-12
6561,female,43,black,no,yes,no,graduated,yes,30222,Greenville,GA,notApplicable,2024-07-17,facebook,unknown,2024-07-17,2024-07-24,2024-07-17,2024-07-24,,passed,1,2024-07-25,No Interview,2024-08-29,FALSE,23,complete,2024-08-15,completed,verified,verified,Provisional Drop,0,0,,2024-10-10,2024-10-07,2024-12-12
6562,female,26,black,no,yes,no,graduated,yes,23832,Chesterfield,VA,notApplicable,2024-09-11,facebook,facebook,2024-09-11,2024-09-11,2024-09-11,2024-09-11,,passed,1,2024-09-12,Assessment + Interview,2024-09-16,FALSE,14,complete,2024-09-16,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6563,female,39,black,no,yes,no,graduated,no,36345,Headland,AL,notApplicable,2024-07-27,facebook,facebook,2024-08-01,2024-08-14,2024-08-01,2024-07-29,,passed,1,2024-08-08,No Interview,2024-08-13,FALSE,10,complete,2024-08-13,completed,verified,verified,Registered,5,9,2.2,2024-12-12,2024-10-07,2024-12-12
6564,female,33,black,no,no,yes,neither,yes,77091,Houston,TX,notApplicable,2024-08-03,facebook,facebook,2024-08-03,,2024-08-03,2024-08-05,,passed,1,2024-08-06,Assessment + Interview,2024-08-08,FALSE,25,complete,2024-08-08,completed,verified,verified,Withdrawn,0,9,0.0,2024-12-10,2024-10-07,2024-12-12
6565,male,40,black,no,no,yes,neither,yes,48226,Detroit,MI,notApplicable,2024-09-07,facebook,facebook,2024-09-07,2024-09-12,2024-09-07,2024-09-12,,passed,1,2024-09-16,Assessment + Interview,2024-09-18,FALSE,11,complete,2024-09-18,completed,verified,verified,Registered,0,9,0.0,2024-12-11,2024-10-07,2024-12-12
6566,male,47,black,no,yes,no,attended,yes,31015,Cordele,GA,notApplicable,2024-08-30,facebook,facebook,2024-08-31,2024-09-18,2024-08-31,2024-09-18,,passed,1,2024-09-18,Assessment + Interview,2024-09-27,FALSE,13,complete,2024-12-18,completed,verified,verified,Provisional Drop,5,5,,2024-10-07,2024-10-07,2024-12-12
6567,female,25,black,no,yes,no,attended,no,07095,Woodbridge,NJ,notApplicable,2024-08-13,facebook,facebook,2024-08-13,2024-08-14,2024-08-13,2024-08-14,,passed,1,2024-08-16,Assessment + Interview,2024-08-26,FALSE,8,complete,2024-08-26,completed,verified,verified,Registered,9,9,3.6,2024-12-12,2024-10-07,2024-12-12
6568,female,18,black,no,yes,no,neither,no,10032,New York,NY,notApplicable,2024-09-07,facebook,facebook,2024-09-07,2024-09-09,2024-09-08,2024-09-09,2024-09-08,passed,1,2024-09-09,Assessment + Interview,2024-09-12,FALSE,8,complete,2024-09-12,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6569,male,30,white,no,yes,no,attended,yes,34601,Brooksville,FL,notApplicable,2024-07-22,tiktok,unknown,2024-07-22,2024-07-23,2024-07-22,2024-07-24,,passed,1,2024-07-25,Assessment + Interview,2024-07-30,FALSE,23,complete,2024-07-30,completed,verified,verified,Registered,9,9,4.0,2024-12-12,2024-10-07,2024-12-12
6570,female,19,asian,no,yes,no,neither,no,15146,Monroeville,PA,notApplicable,2024-08-06,tiktok,tiktok,2024-08-06,2024-08-07,2024-08-06,2024-08-07,,passed,1,2024-08-08,Assessment + Interview,2024-08-13,FALSE,11,complete,2024-08-12,completed,verified,verified,Registered,9,9,3.1,2024-12-12,2024-10-07,2024-12-12
6571,no-binary,19,black,no,yes,no,unknown,yes,92563,Murrieta,CA,dependent,2024-08-14,facebook,unknown,2024-08-14,2024-08-15,2024-08-14,2024-08-15,2024-08-14,passed,1,2024-08-15,Assessment + Interview,2024-09-13,FALSE,18,complete,2024-09-13,completed,verified,verified,Registered,0,9,0.0,2024-12-12,2024-10-07,2024-12-12
6572,male,22,mixed,no,no,yes,attended,no,48638,Saginaw,MI,notApplicable,2024-07-25,snapchat,natural search,2024-07-25,2024-07-25,2024-07-25,2024-07-25,,passed,1,2024-08-12,Assessment + Interview,2024-08-16,FALSE,15,complete,2025-01-05,completed,verified,verified,Provisional Drop,0,0,,2024-10-23,2024-10-07,2024-12-12
6573,female,46,black,no,yes,no,neither,no,77954,Cuero,TX,dependent,2024-08-18,facebook,unknown,2024-08-18,2024-08-20,2024-08-18,2024-08-23,,passed,1,2024-08-26,Assessment + Interview,2024-08-30,FALSE,20,complete,2024-08-30,completed,verified,verified,Provisional Drop,0,0,,2024-10-17,2024-10-07,2024-12-12
6574,female,32,black,no,yes,no,neither,no,31036,Hawkinsville,GA,notApplicable,2024-08-26,facebook,facebook,2024-08-26,2024-08-28,2024-08-26,2024-08-28,,passed,2,2024-09-09,Assessment + Interview,2024-09-10,FALSE,32,complete,2024-12-30,completed,verified,verified,Provisional Drop,0,0,,2024-10-07,2024-10-07,2024-12-12
6575,female,27,black,no,yes,no,neither,no,30286,Thomaston,GA,notApplicable,2024-09-10,email,unknown,2024-09-10,2024-09-12,2024-09-10,2024-09-12,,passed,1,2024-09-13,Assessment + Interview,2024-09-18,FALSE,30,complete,2025-01-02,completed,verified,verified,Provisional Drop,0,0,,2024-10-10,2024-10-07,2024-12-12
